"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"8808","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191267","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","999998"
"8809","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191278","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","849990"
"8810","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191276","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","1149994"
"8811","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191265","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","1149994"
"8812","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191275","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","849990"
"8813","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191272","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","1099998"
"8814","Uttar Pradesh","Street lights","WS/MP849/2025-2026/191213","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","899994"
"8815","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191244","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","1099998"
"8816","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191216","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","1049994"
"8817","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191246","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","999998"
"8818","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191232","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","899994"
"8819","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191214","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","849990"
"8820","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191266","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","05-Jul-2025","MB GROUP","Payment Success","1149994"
"8821","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191263","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","07-Jul-2025","MB GROUP","Payment Success","1049994"
"8822","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191239","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","07-Jul-2025","MB GROUP","Payment Success","949995"
"8823","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191242","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","07-Jul-2025","MB GROUP","Payment Success","949995"
"8824","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193511","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","07-Jul-2025","MB GROUP","Payment Success","899994"
"8825","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191262","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","03-Jul-2025","MB GROUP","Payment Success","999998"
"8826","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191264","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","03-Jul-2025","MB GROUP","Payment Success","1099998"
"8827","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191222","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","03-Jul-2025","MB GROUP","Payment Success","949995"
"8828","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191229","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","03-Jul-2025","MB GROUP","Payment Success","949995"
"8829","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/137721","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15-Dec-2025","MB GROUP","Payment Success","649979"
"8830","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/194282","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15-Dec-2025","MB GROUP","Payment Success","899994"
"8831","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193657","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","599976"
"8832","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193578","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","1099998"
"8833","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193548","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","1049994"
"8834","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/194283","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","1149994"
"8835","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/194279","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","749984"
"8836","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/194280","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","999998"
"8837","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/194277","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","799987"
"8838","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/194281","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","749984"
"8839","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191273","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","949995"
"8840","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193570","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","749984"
"8841","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193575","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Nov-2025","MB GROUP","Payment Success","749984"
"8842","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SG BUILDERS","Payment Success","134400"
"8843","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SG BUILDERS","Payment Success","31006"
"8844","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SG BUILDERS","Payment Success","39006"
"8845","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SG BUILDERS","Payment Success","26040"
"8846","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","SG BUILDERS","Payment Success","114000"
"8847","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","SG BUILDERS","Payment Success","177000"
"8848","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","SG BUILDERS","Payment Success","134000"
"8849","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","SG BUILDERS","Payment Success","31006"
"8850","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","SG BUILDERS","Payment Success","78000"
"8851","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SG BUILDERS","Payment Success","114000"
"8852","Punjab","Construction of buildings for sports facilities","WS/MP141/2024-2025/135854","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SG BUILDERS","Payment Success","118000"
"8853","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2023-2024/75815","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SANJAY KHADIA","Payment Success","300000"
"8854","Chhattisgarh","Development of playfields and sports grounds","WS/MP225/2025-2026/192633","MUNGELI(Collector Mungeli_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","30-Jun-2025","GRAM PANCHYAT SAMBALPUR SGVY","Payment Success","400000"
"8855","Chhattisgarh","Development of playfields and sports grounds","WS/MP225/2025-2026/192633","MUNGELI(Collector Mungeli_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","01-Aug-2025","GRAM PANCHYAT SAMBALPUR SGVY","Payment Success","599040"
"8856","Karnataka","Construction of buildings for community cultural activities","WS/MP084/2025-2026/133710","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Aug-2025","Rakesh N","Payment Success","2314119"
"8857","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/190020","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","18-Oct-2025","Rakesh N","Payment Success","2745981"
"8858","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/190709","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","18-Oct-2025","Rakesh N","Payment Success","2745981"
"8859","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/190019","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","18-Oct-2025","Rakesh N","Payment Success","4576635"
"8860","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/190708","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","18-Oct-2025","Rakesh N","Payment Success","2745981"
"8861","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/190021","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","18-Oct-2025","Rakesh N","Payment Success","3661308"
"8862","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/190707","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","18-Oct-2025","Rakesh N","Payment Success","3661308"
"8863","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2026-2027/190022","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","17-Jul-2026","Rakesh N","Payment Success","2745727"
"8864","Karnataka","Lighting of public spaces","WS/MP084/2025-2026/213157","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","14-May-2026","Rakesh N","Payment Success","943459"
"8865","Karnataka","Lighting of public spaces","WS/MP084/2025-2026/213158","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","14-May-2026","Rakesh N","Payment Success","943459"
"8866","Karnataka","Street lights","WS/MP084/2025-2026/203192","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","14-May-2026","Rakesh N","Payment Success","942741"
"8867","Karnataka","Street lights","WS/MP084/2025-2026/203190","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","14-May-2026","Rakesh N","Payment Success","942741"
"8868","Karnataka","Lighting of public spaces","WS/MP084/2025-2026/213159","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","14-May-2026","Rakesh N","Payment Success","943459"
"8869","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","15-Jun-2026","JATINDER SINGH","Payment Success","9240"
"8870","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","JYOTI AGRO INDUSTRIES","Payment Success","3250"
"8871","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SANOJ KUMAR YADAV","Payment Success","49754"
"8872","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","SANOJ KUMAR YADAV","Payment Success","58616"
"8873","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","15-Jun-2026","SANOJ KUMAR YADAV","Payment Success","100416"
"8874","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/261057","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Fouji Cement Store Mukerian","Payment Success","8360"
"8875","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","AJAIB ELECTRICAL WORKS","Payment Success","4990"
"8876","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","AJAIB ELECTRICAL WORKS","Payment Success","16773"
"8877","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP140/2023-2024/16863","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","15-Jun-2026","KULDEEP SINGH","Payment Success","21306"
"8878","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/178377","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","03-Jul-2025","SHRIMATI SARASWATI DEVI JUNIOR HIGHSCHOOL","Payment Success","240000"
"8879","Madhya Pradesh","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP106/2025-2026/189891","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","03-Jul-2025","redcross jabalpur","Payment Success","121676"
"8880","Assam","Construction of buildings for multi-gym","WS/MP831/2025-2026/132667","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","27-Jun-2025","CONSTRUCTION OF BUILDING FOR MULTI GYM NEAR ABSU OFFICE","Payment Success","1875000"
